attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,best_node.mean,best_node.sd,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,elite_nn.mean,elite_nn.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,linear_discr.mean,linear_discr.sd,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,naive_bayes.mean,naive_bayes.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,one_nn.mean,one_nn.sd,p_trace,random_node.mean,random_node.sd,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda,worst_node.mean,worst_node.sd,pred_classifier
0.06950175270096984,0.04856106913517595,2.9999989313053406,5.803663949711227e-06,0.1,0.9766666666666666,0.02108185106778919,0.9569805924665854,nan,0.0,0.02268522010685608,0.027147586265090187,0.6500224216483541,0.45564968657712585,0.27301578628400514,0.45641037052800576,0.2734715722377347,1.001669449081803,4.121079043947186,0.96,0.04791968589521737,5.958614569425892,0.5,0.47140452079103173,nan,nan,6.080221892216878,nan,nan,10.0,1.5422657232455275,0.21396455863554084,3.540931829864944,0.1199114525077806,-0.5708726801133932,0.5960082098268036,4,2.25,0.9574271077563381,0.25,0.39479718187293944,9.333333333333332,1.5396007178390019,0.5,0.3535533905932738,10.878156863660822,1.0,0.0,1.1413600492387912,0.1567760429177267,2.4658879920724344,0.519441086558995,6.641600849535382e-17,3.9962485208119275e-16,-0.00639116650096278,0.056292493470957876,-2.3490509514078615,0.460279313364407,0.10908952308875103,0.11991183059566984,1.0,0.0,3,0.05,0.005,1.0,0.0,1.0,0.0,60,0,0,2,0.43333333333333335,1,600,7.0,60,26,26.50033959599087,nan,1.0,0.0,0.9158118543576969,0.8333333333333334,0.0,4.814938943480296,0.7638947593123036,10.878156863660822,1.0008343764488723,1.0422835795291291e-16,1.1968280520928412,0.033834864913517365,0.2897093619494243,3.5879448952356275e-06,4.029997436180879e-06,-0.0041466145794749314,0.04262327808093008,1.7142857142857142,1.1126972805283737,0.2580005327400437,0.08275120230510061,0.4375,0.07216878364870322,1.0016694490818028,2.6963349802388703e-16,0.016666666666666666,0.11569493130578526,0.08418814564230313,0.8333333333333334,0.0,2
0.08646069983674642,0.06958254586990041,2.0168573913192267,0.620017868913917,0.04205607476635514,0.7151515151515151,0.08249249400349301,0.39963133994502953,nan,0.0,0.022386596206570436,0.010516656060615416,0.9385750889380636,0.22769842938237195,0.1829920785760934,0.22876743609308736,0.18385119631588726,1.004694835680751,0.8756551285944674,0.6108225108225108,0.13352559490880828,17.357229661899648,0.5,0.20486271230638292,nan,nan,0.8826898778759662,nan,nan,23.77777777777778,0.8212088155206172,0.3433963940577219,2.9013584657272933,0.6060413826891731,9.532684737023269,16.631806755353338,33,6.363636363636363,2.233525545776534,0.0303030303030303,0.04825376186428211,882.6539682539682,1058.195320742118,0.5,0.02142747821777415,0.1900585477398047,0.6545454545454544,0.06031504375945831,0.41247863400378976,0.3049907674564569,4.832826367332999,2.0008294062987404,-2.8914507802030196e-15,9.735759340401825e-15,-0.09977941620803245,0.3327340554348813,-1.9684873432126722,1.1830241237544659,0.05407401452999741,0.031115625123836654,0.5941558441558442,0.11395258231165298,32,3.5555555555555554,0.14953271028037382,3.2,1.3984117975602022,4.0,2.138089935299395,9,0,0,2,0.05555555555555555,1,214,0.0,9,8,36.298088718757526,nan,0.7803030303030304,0.10140743332985894,0.15970520786625975,0.645021645021645,0.019785438962196353,6.8013137105456725,1.8368729663856365,0.1900585477398047,1.0023446691037723,1.9229626863835638e-16,1.314562079898571,1.6294993485603613,2.28116083177215,0.008961343715966666,0.009965682017666592,-0.10044955551423866,0.23015841062293374,5.476923076923077,2.481857245011361,0.10259869727551485,0.11981716662756457,0.12535511363636365,0.11498837302917135,1.004694835680751,2.0770370905276122e-16,0.11111111111111109,0.10023282521703855,0.8402947921337403,0.645021645021645,0.019785438962196353,1
0.04676261379505299,0.06651145763494531,1.8753794109758803,1.2060738248120255,0.020833333333333332,0.8806595365418894,0.053537711067247355,0.8818474126314495,nan,0.0,0.05522182666813892,0.04108829990506011,0.9839667997071854,0.1840004666972138,0.19036021628066033,0.18454972182168303,0.19092845573224437,1.0029850746268658,0.69385495613989,0.8040998217468805,0.18047232164052804,4.3037979032513975,0.5,0.10522422339085527,nan,nan,2.4900285268603586,nan,nan,48.0,1.0745317416380353,0.7718341542851135,2.630718653853823,1.0675118756026225,50.86592215732837,123.12242680368833,25,5.24,1.3625955623979797,0.04,0.0844817062026899,229.44761904761904,145.80397696104467,0.5,0.08485281374238575,3.497512274131994,0.9642602495543672,0.03067199906079568,0.7177206667583781,0.5120710893741508,5.31046946397926,5.862186451910644,-1.4651922910019072e-16,3.217806477081372e-16,-0.14531993185711625,0.1182143379349659,-1.9665271015002794,1.4192946121462766,0.2286275568292429,0.20100819137097878,0.5909982174688057,0.14712359857088492,24,3.4285714285714284,0.07142857142857142,3.4285714285714284,1.5118578920369088,4.8,1.9235384061671346,7,2,0,2,0.047619047619047616,1,336,0.0,7,4,7.2027706414085575,nan,0.9283422459893048,0.045688314170818645,0.7776548591647819,0.6153297682709447,0.15666692705693774,7.276996565479538,4.978593495475436,3.497512274131994,1.0014914251389602,9.064933036736789e-17,nan,3.5733729485778563,6.731407139349203,0.15044654082495054,0.2377771314887205,-0.08211340505345625,0.0703375144365464,4.36734693877551,1.7523065460393958,0.16496712134635466,0.10666867826557212,0.164375,0.10552853243959269,1.0029850746268656,2.026980648162706e-16,0.14285714285714285,0.2552120830711681,0.22234514083521803,0.5744206773618539,0.012062306625467496,2
0.4482303477455685,0.02065428492959336,1.9996287453483303,0.0006430319192381198,0.041666666666666664,0.9035714285714287,0.08916658719559051,0.5798735950409104,nan,0.0,0.07288775806699414,0.007791090669328683,0.6500224216483541,0.7576041410653874,0.14877650291903627,0.7682746219254634,0.15087194662212128,1.0140845070422537,1.3476877875232225,0.8482142857142858,0.1127029537426279,3.2611107871668317,0.5,0.47140452079103173,nan,nan,2.0112379657633124,nan,nan,24.0,1.7751546137602432,0.26711662899337923,2.450325702738821,0.011213450708447778,-1.1588845564111294,0.8763052309521306,10,4.6,1.9550504398153572,0.1,0.18882987458649428,78.43809523809524,60.56575794560258,0.5,0.0,0.5065990232531624,0.8892857142857142,0.10707669915128028,1.3260878920432473,0.09095315591487314,2.0374491426057433,0.6690268840170784,-7.555684473143425e-17,1.7450241357334467e-16,-0.13108053862167393,0.031131048612245776,-1.1978061072560884,0.19944277339267605,0.1993254642578631,0.010587761677854265,0.7642857142857142,0.08820777882306047,9,3.0,0.125,1.2857142857142858,0.48795003647426666,3.0,0.0,3,0,0,2,1.0,1,72,0.0,3,0,9.031978366604747,nan,0.85,0.09642122253007898,0.33625338622566975,0.8357142857142856,0.045175395145262545,3.2352552498618317,0.7064614036104996,0.5065990232531624,1.007017629956027,0.0,nan,0.3501877849243506,0.4191410084539538,0.0008348599057028733,0.0003745087184148456,-0.08785368730421843,0.09758227507272403,3.8947368421052633,2.024701263070274,0.13286133051141974,0.13008928075152232,0.2171875,0.1637439036184927,1.0140845070422535,0.0,0.3333333333333333,0.1870163326921346,0.6637466137743302,0.8357142857142856,0.045175395145262545,1
0.008449623975763038,0.0033182477898783137,3.5849565906921574,1.0831206646577665e-06,0.032,0.899,0.10079682534683322,0.8249197547006277,nan,0.0,0.0033651136408543534,0.004300796812978521,0.46899559358928117,0.10720046608566283,0.08336768161301175,0.10725409313222894,0.08340938630616483,1.0005002501250624,1.0868557295204957,0.8494999999999999,0.08118736902307458,16.881391957108917,0.5,0.5656854249492381,nan,nan,3.669282294290398,nan,nan,31.25,1.3561534502902628,0.054415520142465035,4.026170376076234,0.030345686656239587,-0.051490027109272606,0.25343786618191555,38,6.052631578947368,1.8001106335528025,0.02631578947368421,0.10314293552812953,738.8571428571428,943.9137572793296,0.5,0.03721614637823934,2.129817980134788,0.9804999999999999,0.023027761023985318,1.0027545690334676,0.03853452866390678,3.2732878404550387,0.38847959719417335,-1.4294121442048894e-18,2.5339655617140588e-17,0.0026646751599628832,0.04324909189142992,-3.3436780566802726,0.4946813128582059,0.027781808205204463,0.03034540296786961,0.9825000000000002,0.022882550362909957,37,0.578125,0.0185,3.7,2.6267851073127395,1.3703703703703705,0.6292943635623919,64,0,0,2,0.000496031746031746,1,2000,28.0,64,61,128.03971419760126,nan,0.961,0.07655063683601855,0.6804926016953439,0.9,0.0,6.6169658971353105,0.6458561377796433,2.129817980134788,1.0002500937890795,1.917868736544252e-16,1.2638997425388367,-0.004279234017029027,0.16445839332791817,1.5839566129540248e-06,1.479719587363699e-07,0.0005839801803850561,0.027849479987893107,5.1466666666666665,2.141566320781662,0.10256321785455415,0.11793957057557032,0.12299547697368421,0.08560873514728774,1.0005002501250626,1.3121433723679106e-16,0.015625,0.05793234472078492,0.31950739830465613,0.9,0.0,1
0.08877810838567161,0.09171506810388738,3.991805723674792,0.2582621097543107,0.0018271514708569341,0.9314712632941458,0.026598224354010647,0.6665114228446981,nan,0.0,0.01552356847498568,0.009901546972160212,0.47630848422266575,0.28992457976774855,0.26863351632747007,0.2899775630608347,0.2686826087098399,1.000182748538012,1.243676410607681,0.9239915130973191,0.0383348860139874,4.28265710898947,0.5,0.5624037673131813,nan,nan,2.191955257045925,nan,nan,547.3,0.5070372270431384,0.44550260860470403,4.356896225205621,0.2975570144919063,651.9928962559001,1478.2079363740297,149,9.93288590604027,3.2934505636600937,0.0067114093959731525,0.05581864144569123,105332.03481485833,304507.2362280449,0.5,0.004745683095211761,0.7993296744994461,0.9442653358064559,0.0204501871527746,0.3140310223042755,0.32964086503879597,23.723982242254927,21.167072794986726,-9.347538274205594e-18,4.802153319579399e-17,-0.19559966287174418,0.14874791276194774,-0.936383714633366,1.251775321566764,0.1112179826918375,0.05911934190667808,0.8907187846114841,0.06289852112089886,148,14.8,0.027041841768682625,8.222222222222221,5.578905179919797,14.8,6.250333324444918,10,0,0,2,0.2888888888888889,1,5473,0.0,10,10,34.891729260503475,nan,0.9543201804134028,0.016249876792891523,0.44423747678246395,0.8976794459493721,9.024196321749351e-05,24.660365956888292,20.469423197679646,0.7993296744994461,1.0000913700947585,2.220446049250313e-16,nan,14.703388934468672,19.901346626975478,0.0018631511620153674,0.002709256658765574,-0.16335506163131383,0.12496715882841651,8.969696969696969,3.528229435340472,0.055577186728689845,0.07348204078441482,0.03627562042850776,0.059365316223275885,1.000182748538012,3.6259732146947156e-16,0.1,0.15869662373554802,0.555762523217536,0.9060849490919282,0.010964303613812554,1
0.09509672032531315,0.07818955961047933,2.3840591890012774,0.7243387335896836,0.02168021680216802,0.550075075075075,0.10847478066030168,0.3400044435534385,nan,0.0,0.010961395468318303,0.00543710771516786,0.9919270464052614,0.30700466864559633,0.3024753222296303,0.30783892046256806,0.3032972660400369,1.0027173913043483,1.211507169898294,0.5204954954954955,0.12087063771823893,21.644930977438996,0.5,0.07473486305223674,nan,nan,0.9504069038413856,nan,nan,46.125,0.6930642841536641,0.7364577848600578,3.3301590138996113,0.7027806495485357,37.968410603691595,38.86450066963595,104,8.461538461538462,2.6029224685240098,0.009615384615384616,0.014702879682585969,13021.456676656679,21846.59425298866,0.5,0.0,0.130713949124908,0.6207207207207208,0.13626157148849108,0.3833572561477111,0.37649044085676536,7.863840997110907,4.8835163038099605,9.62795034905285e-18,2.4104236883519945e-17,-0.22078015060034337,0.231598735406823,-0.728472647543939,0.42551102306088184,0.04582722150692786,0.024509894453718394,0.5256756756756757,0.10081439341829457,103,12.875,0.2791327913279133,7.357142857142857,4.533756175065555,12.875,6.978282637685906,8,0,0,2,0.25,1,369,0.0,8,7,51.02277403269737,nan,0.5963963963963965,0.05484900928207027,0.11560302163608335,0.5447447447447448,0.06310594852402976,8.592313644654846,4.536902639281842,0.130713949124908,1.0013577738772232,2.0557335828564925e-16,1.2594629895452134,4.366750461347217,3.503014418091594,0.03133030621822639,0.036639968991802926,-0.22478326975196622,0.14674475290618869,7.507246376811594,2.8893335228031556,0.07567321641580524,0.10295498775330744,0.053357637845552884,0.06160744086096472,1.0027173913043481,2.220446049250313e-16,0.125,0.08591738777497154,0.8843969783639166,0.5337087087087087,0.08145593750267148,2
0.17025999496465974,0.21068744170842207,2.77851328667429,0.8265616015405456,0.025377229080932786,0.8779215871516296,0.0025493405164638953,0.5680919104322599,nan,0.0,0.016753399113700523,0.024325222997438587,0.5353247216329435,0.3509771129070361,0.24394434579849084,0.3512180031698412,0.2441117749994507,1.0006863417982153,2.601084631040225,0.8731176192725554,0.023548887053397374,10.728397465204049,0.5,0.5344524505264577,nan,nan,3.0800340156640416,nan,nan,39.4054054054054,0.7016979082289783,0.4608000620928426,3.263940088010266,0.8294084765506509,104.57528281035243,150.6210725341536,98,10.071428571428571,4.277126889979965,0.01020408163265306,0.05323761581732405,191740.68077199717,550663.4653925058,0.5,0.07215375318230073,0.47651256542970455,0.9067076051015588,0.015357265639090095,0.34264778570145243,0.33360764570690904,13.7778686246205,8.226547526595521,8.067464235588576e-18,9.764886374963625e-17,-0.3319078207069815,0.16548465233992096,-0.7230250661921623,0.4501399635932843,0.04989792029696785,0.03671071445815306,0.8751440717997166,0.03560880003952671,97,2.6216216216216215,0.06652949245541838,5.105263157894737,2.6435400684626007,2.9393939393939394,2.263009527424072,37,1,0,2,0.24324324324324323,1,1458,0.0,37,34,54.683949754577874,nan,0.8772272083136514,0.027876799918792522,0.3227284186985748,0.8779215871516296,0.0025493405164638953,14.50089369081266,7.972235469489236,0.47651256542970455,1.000343112036173,1.3846913936850747e-16,nan,6.437016115950555,5.167200951183544,0.03634396323185577,0.0865223606927128,-0.22471760071030336,0.0982765876780187,9.128205128205128,4.434979789232574,0.053554305111899576,0.08562419252491964,0.05112348284040179,0.07378056514176498,1.0006863417982153,3.268408087260198e-16,0.02702702702702703,0.05161353270329068,0.6772715813014252,0.8779215871516296,0.0025493405164638953,2
0.17878416188968607,0.1943836430621578,2.8956659163709317,0.6882030391142526,0.023672424824056303,0.8976318797974849,0.0003155615819301921,0.4447161833488446,nan,0.0,0.008790190692814889,0.0070627591172928075,0.4764549714253225,0.405830997802255,0.3006640530580686,0.4060908127816419,0.30085653964773446,1.0006402048655567,3.073381593273872,0.8604891393107954,0.03122600551242436,11.836604566330898,0.5,0.5623376385251942,nan,nan,2.607719900620887,nan,nan,42.24324324324324,0.6558451059299795,0.5000354795753048,3.3318682149325687,0.6767649115064714,237.87796436835845,271.67193016219517,135,10.088888888888889,3.4020772115332467,0.007407407407407408,0.02716350394533045,155385.60972319733,542740.7429628097,0.5,0.057616108096681655,0.2465291699946912,0.8944063367630246,0.020677433443696897,0.3493222617554183,0.33698514316170486,18.05735865341469,10.669238206405034,6.8574236031904315e-18,7.68512766459295e-17,-0.23101400446792397,0.17494957582008785,-0.6774125351895535,0.4969177115034115,0.040252672863685404,0.02119051524255547,0.4760901518863302,0.12009733024862869,134,3.6216216216216215,0.08573256557901472,7.052631578947368,5.306952297699545,3.8285714285714287,2.4672646712469244,37,0,0,2,0.3408408408408408,1,1563,0.0,37,34,70.93723324105773,nan,0.8739343459088682,0.02107301094678855,0.19777248373236317,0.8976318797974849,0.0003155615819301921,18.734771188604245,10.294656678530323,0.2465291699946912,1.0003200512163883,4.002966042486721e-16,nan,10.304517686065173,8.38137145374332,0.016497397299824537,0.02161396725973918,-0.18530769282556075,0.12058341215170673,9.130111524163569,3.6223014127525865,0.05128456422899681,0.07834151335043424,0.036728159586588545,0.06794924250031083,1.0006402048655567,3.074068356504136e-16,0.02702702702702703,0.02854187154378306,0.8022275162676369,0.8976318797974849,0.0003155615819301921,2
0.22243083769429392,0.16361728925679775,2.1036810931595205,0.3657785946039874,0.2422360248447205,0.6786764705882353,0.1107588249352532,0.6359775833901119,nan,0.0,0.027020714255848073,0.014798918277512584,0.9075941654188296,0.5186486951755822,0.3102888060694493,0.5218902495204296,0.31222811110738335,1.0062499999999999,3.797268274389936,0.5834558823529411,0.09010561986714079,13.681252267394635,0.5,0.25034215234554785,nan,nan,3.5581629088438906,nan,nan,4.128205128205129,0.7596548218839472,0.38475146178182,2.9449367284730457,0.35902761285626644,8.709294303552468,5.722267619713857,28,6.5,2.252570548079255,0.03571428571428571,0.04358083794996938,748.6349206349206,802.4959530127664,0.5,0.10101525445522107,0.6791694449197841,0.6639705882352941,0.12691014585566934,0.39937450264335467,0.3169708958214136,4.853452254293662,1.5392264449856818,-7.992049803003193e-18,8.805922747145176e-17,-0.2964620787139156,0.23317452025519977,-0.857203485781617,0.45735851209153855,0.06633853010530488,0.02473159771367692,0.7268382352941176,0.0725434301635926,27,0.6923076923076923,0.16770186335403728,2.7,1.2516655570345725,1.4210526315789473,0.6924826089821247,39,0,0,2,0.524966261808367,1,161,0.0,39,35,30.711300956173822,nan,0.7073529411764705,0.126257610609547,0.40446748657472675,0.7327205882352941,0.05225390178566784,5.71065574007528,1.1908893880139484,0.6791694449197841,1.0031201323869445,4.710277376051325e-16,1.5054482095753046,2.447211458004133,1.3216889176354136,0.024017410953004095,0.02855877365486749,-0.23772828374608465,0.1578416108824531,5.636363636363637,2.4597774392219005,0.09093105390527377,0.10933000334513875,0.12018694196428571,0.13737902950653702,1.0062500000000003,2.7194799110210365e-16,0.025641025641025637,0.03749316559501078,0.5955325134252732,0.6661764705882354,0.09614905867477123,2
